Data_Coleta,Id,Date,Time,Home,Away,Round,League,Season,Odd_H,Odd_D,Odd_A,Odd_Over05_FT,Odd_Under05_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X,Odd_12,Odd_X2,Media_GM_H,Media_GS_H,Media_P_H,Media_P_DH,Media_P_OH,Media_P_UH,Media_P_HSJ,Media_P_DHSJ,Media_P_OHSJ,Media_P_UHSJ,Media_Ptos_H,Media_SG_H,Media_PDN_SG_H,Media_VP_H,Media_VG_H,Media_VG_HS,Home_prob_M_0,Home_prob_M_1,Home_prob_M_2,Home_prob_M_3,Home_prob_S_0,Home_prob_S_1,Home_prob_S_2,Home_prob_S_3,Media_GM_A,Media_GS_A,Media_P_A,Media_P_DA,Media_P_OA,Media_P_UA,Media_P_ASJ,Media_P_DASJ,Media_P_OASJ,Media_P_UASJ,Media_Ptos_A,Media_SG_A,Media_PDN_SG_A,Media_VP_A,Media_VG_A,Media_VG_AS,Away_prob_M_0,Away_prob_M_1,Away_prob_M_2,Away_prob_M_3,Away_prob_S_0,Away_prob_S_1,Away_prob_S_2,Away_prob_S_3,P_H,P_D,P_A,P_O,P_U,A_D,DifAbs_HomeDraw,CV_Odds,Favorito,Prob_Home,Prob_Away,Over_Under,PONTDF,SALDF,GMDF,GMSDF,Equilibrio
2025-02-17 22:58:05,IwvkCVxq,22/02/2025,18:15,Santa Fe,Bucaramanga,APERTURA ,COLOMBIA - PRIMERA A,2025,1.85,3.2,4.6,1.1,6.1,2.3,1.57,2.05,1.7,1.21,1.32,1.98,1.2,1.4,0.47,0.31,0.42,0.64,0.45,0.3,0.4,0.6,1.2,-0.2,0.16,0.2,0.21,0.45,0.81,0.17,0.02,0.0,0.64,0.29,0.06,0.01,1.6,0.6,0.33,0.34,0.36,0.7,0.31,0.32,0.34,0.66,1.6,1.0,1.3792,0.62,0.63,0.26,0.53,0.34,0.11,0.02,0.77,0.2,0.03,0.0,0.5405,0.3125,0.2174,0.4348,0.6369,1.4375,1.35,0.43,Casa_Fav,Odd_Atual_Maior,Media_Maior,TD_Under,PTS_fORA,SALDO_fORA,GM_Fora_M,GS_Casa_M,Desequilibrado
2025-02-17 22:59:23,6wo7UbP7,22/02/2025,18:30,Delfin,Emelec,FIRST STAGE ,ECUADOR - LIGA PRO,2025,2.57,3.0,2.9,1.09,6.5,2.15,1.65,1.83,1.87,1.44,1.36,1.53,1.6,1.2,0.43,0.3,0.48,0.58,0.4,0.28,0.45,0.55,1.6,0.4,0.6452,0.59,0.6,0.44,0.55,0.33,0.1,0.02,0.64,0.28,0.06,0.01,0.6,1.6,0.27,0.29,0.46,0.6,0.25,0.27,0.43,0.57,0.2,-1.0,0.0,0.09,0.34,0.9,0.71,0.24,0.04,0.0,0.41,0.37,0.16,0.05,0.3891,0.3333,0.3448,0.4651,0.6061,0.9667,0.43,0.08,Casa_Fav,Media_Maior,Odd_Atual_Maior,TD_Under,PTS_CASA,SALDO_CASA,GM_Casa_M,GS_Fora_M,SP_Equilibrado
2025-02-17 22:56:15,tC90bOWN,22/02/2025,20:00,Chaco For Ever,Temperley,ROUND 3,ARGENTINA - PRIMERA NACIONAL,2025,,,,1.1,4.75,3.5,1.3,2.63,1.44,1.36,1.44,1.44,0.6,0.6,0.38,0.36,0.28,0.78,0.36,0.34,0.26,0.74,1.4,0.0,0.0,0.44,0.17,0.17,0.84,0.14,0.01,0.0,0.84,0.14,0.01,0.0,0.6,0.8,0.28,0.36,0.28,0.77,0.26,0.34,0.27,0.73,1.2,-0.2,0.578,0.59,0.29,0.3,0.75,0.22,0.03,0.0,0.74,0.22,0.03,0.0,,,,0.2857,0.7692,,,,,,,TD_Under,PTS_fORA,SALDO_fORA,GM_Fora_M,GS_Fora_M,Desequilibrado
2025-02-17 22:58:14,r15i3h0S,22/02/2025,20:20,Aguilas,Once Caldas,APERTURA ,COLOMBIA - PRIMERA A,2025,2.02,3.15,3.95,1.11,6.0,2.42,1.52,2.1,1.65,1.27,1.34,1.82,0.6,1.4,0.47,0.33,0.37,0.69,0.44,0.31,0.35,0.65,0.4,-0.8,-0.2222,0.09,0.14,0.37,0.87,0.12,0.01,0.0,0.69,0.26,0.05,0.01,0.8,1.6,0.21,0.29,0.44,0.62,0.2,0.28,0.41,0.59,0.8,-0.8,-0.6173,0.49,0.47,0.84,0.63,0.29,0.07,0.01,0.43,0.36,0.15,0.04,0.495,0.3175,0.2532,0.4132,0.6579,1.254,1.13,0.32,Casa_Fav,Odd_Atual_Maior,Odd_Atual_Maior,TD_Under,PTS_fORA,SALDO_CASA,GM_Fora_M,GS_Fora_M,Desequilibrado
2025-02-17 22:59:32,6Tsgh2HE,22/02/2025,21:00,Ind. del Valle,LDU Quito,FIRST STAGE ,ECUADOR - LIGA PRO,2025,2.15,3.3,3.2,1.07,9.0,2.08,1.73,1.83,1.83,1.36,1.33,1.67,3.8,0.8,0.75,0.21,0.6,0.47,0.7,0.19,0.56,0.44,3.0,3.0,0.5831,0.33,0.46,0.13,0.63,0.29,0.07,0.01,0.88,0.11,0.01,0.0,1.8,2.0,0.47,0.3,0.5,0.56,0.44,0.28,0.47,0.53,1.8,-0.2,0.8164,0.61,0.62,0.53,0.54,0.33,0.1,0.02,0.59,0.31,0.08,0.01,0.4651,0.303,0.3125,0.4808,0.578,0.9697,1.15,0.22,Casa_Fav,Media_Maior,Media_Maior,TD_Under,PTS_fORA,SALDO_fORA,GM_Fora_M,GS_Fora_M,Equilibrado
2025-02-17 22:58:22,nemJHiFL,22/02/2025,22:30,Pereira,Fortaleza,APERTURA ,COLOMBIA - PRIMERA A,2025,2.05,3.0,4.0,1.12,5.6,2.57,1.47,2.15,1.62,1.26,1.35,1.78,1.0,0.4,0.49,0.31,0.41,0.65,0.46,0.3,0.38,0.62,2.0,0.6,0.0,0.51,0.25,0.11,0.78,0.19,0.02,0.0,0.9,0.1,0.01,0.0,1.2,1.6,0.3,0.31,0.44,0.63,0.28,0.3,0.41,0.59,0.8,-0.4,-0.7692,0.34,0.52,0.71,0.59,0.31,0.08,0.01,0.49,0.35,0.12,0.03,0.4878,0.3333,0.25,0.3891,0.6803,1.3333,0.95,0.32,Casa_Fav,Media_Maior,Media_Maior,TD_Under,PTS_CASA,SALDO_CASA,GM_Fora_M,GS_Fora_M,Desequilibrado
2025-02-17 20:26:34,nVifh6a3,23/02/2025,03:00,Western United,Adelaide United,ROUND 20,AUSTRALIA - A-LEAGUE,2024/2025,,,,1.01,23.0,1.36,3.2,1.33,3.25,1.44,1.29,1.5,1.0,1.0,0.42,0.25,0.65,0.4,0.4,0.23,0.62,0.38,1.4,0.0,0.4618,0.35,0.3,0.5,0.74,0.22,0.03,0.0,0.61,0.3,0.08,0.01,2.4,0.8,0.5,0.25,0.67,0.38,0.48,0.24,0.64,0.36,3.0,1.6,0.25,0.9,0.73,0.24,0.48,0.35,0.13,0.03,0.79,0.19,0.02,0.0,,,,0.7353,0.3125,,,,,,,TD_Over,PTS_fORA,SALDO_CASA,GM_Fora_M,GS_Casa_M,Desequilibrado
2025-02-17 20:29:04,0joW29wI,23/02/2025,09:30,Club Brugge KV,St. Liege,ROUND 27,BELGIUM - JUPILER PRO LEAGUE,2024/2025,1.3,5.5,8.5,1.03,17.0,1.57,2.35,1.95,1.8,1.08,1.14,3.4,4.2,1.2,0.76,0.18,0.67,0.4,0.71,0.17,0.63,0.37,3.0,3.0,0.2,0.39,0.52,0.15,0.59,0.31,0.08,0.01,0.86,0.13,0.01,0.0,0.6,1.4,0.26,0.28,0.52,0.53,0.24,0.26,0.5,0.5,1.2,-0.8,0.578,0.65,0.34,0.78,0.71,0.24,0.04,0.0,0.46,0.36,0.14,0.04,0.7692,0.1818,0.1176,0.6369,0.4255,1.5455,4.2,0.71,Casa_Fav,Odd_Atual_Maior,Media_Maior,TD_Over,PTS_fORA,SALDO_fORA,GM_Casa_M,GS_Fora_M,Desequilibrado
2025-02-17 22:31:26,S4gXasRp,23/02/2025,10:00,Dep. La Coruna,Huesca,ROUND 28,SPAIN - LALIGA2,2024/2025,1.95,3.25,4.1,1.1,7.0,2.35,1.57,2.1,1.67,1.22,1.33,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5128,0.3077,0.2439,0.4255,0.6369,1.2615,1.3,0.35,Casa_Fav,,,TD_Under,,,,,Desequilibrado
2025-02-17 22:47:34,Qol2nBpK,23/02/2025,11:00,Newcastle,Nottingham,ROUND 26,ENGLAND - PREMIER LEAGUE,2024/2025,1.8,3.75,4.1,1.04,13.0,1.62,2.15,1.62,2.2,1.22,1.25,1.95,2.8,1.4,0.59,0.23,0.66,0.39,0.56,0.21,0.63,0.37,2.0,1.4,-0.6,0.4,0.67,0.46,0.51,0.34,0.11,0.03,0.63,0.29,0.07,0.01,2.0,1.0,0.31,0.27,0.58,0.47,0.29,0.25,0.55,0.45,2.4,1.0,0.7692,0.98,0.83,0.7,0.44,0.36,0.15,0.04,0.5,0.35,0.12,0.03,0.5556,0.2667,0.2439,0.6173,0.4651,1.0933,1.95,0.39,Casa_Fav,Media_Maior,Media_Maior,TD_Over,PTS_fORA,SALDO_fORA,GM_Fora_M,GS_Fora_M,Desequilibrado
2025-02-17 22:50:37,AF5QwkKP,23/02/2025,11:00,Nantes,Lens,ROUND 23,FRANCE - LIGUE 1,2024/2025,3.6,3.3,2.05,1.06,9.5,2.0,1.8,1.8,1.95,1.66,1.27,1.22,1.0,1.4,0.35,0.31,0.46,0.59,0.33,0.29,0.44,0.56,1.0,-0.4,0.0,0.42,0.44,0.55,0.64,0.28,0.06,0.01,0.58,0.32,0.09,0.02,1.6,0.8,0.49,0.25,0.56,0.48,0.47,0.23,0.54,0.47,2.0,0.8,0.1667,0.43,0.35,0.26,0.7,0.25,0.04,0.01,0.77,0.2,0.03,0.0,0.2778,0.303,0.4878,0.5,0.5556,0.6212,0.3,0.28,Fora_Fav,Media_Maior,Media_Maior,TD_Under,PTS_fORA,SALDO_fORA,GM_Casa_M,GS_Casa_M,Equilibrado
2025-02-17 20:29:14,nsKlLjgn,23/02/2025,12:00,Genk,Gent,ROUND 27,BELGIUM - JUPILER PRO LEAGUE,2024/2025,1.62,3.75,4.75,1.03,15.0,1.62,2.25,1.62,2.2,1.17,1.22,2.1,2.4,0.4,0.63,0.24,0.61,0.45,0.59,0.23,0.57,0.43,3.0,2.0,0.3636,0.6,0.46,0.06,0.63,0.29,0.07,0.01,0.94,0.06,0.0,0.0,0.6,1.6,0.42,0.28,0.56,0.49,0.39,0.26,0.53,0.47,1.2,-1.0,0.0,0.4,0.25,0.81,0.78,0.19,0.02,0.0,0.44,0.36,0.15,0.04,0.6173,0.2667,0.2105,0.6173,0.4444,1.2667,2.13,0.47,Casa_Fav,Media_Maior,Media_Maior,TD_Over,PTS_CASA,SALDO_CASA,GM_Casa_M,GS_Fora_M,Desequilibrado
2025-02-17 22:31:35,UTa1zO2c,23/02/2025,12:15,Elche,FC Cartagena SAD,ROUND 28,SPAIN - LALIGA2,2024/2025,,,,1.06,9.0,1.93,1.88,2.67,1.44,1.04,1.15,4.05,1.2,1.4,0.21,0.25,0.53,0.51,0.2,0.24,0.51,0.49,1.4,-0.2,0.0,0.81,0.63,0.92,0.53,0.34,0.11,0.02,0.4,0.37,0.17,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5181,0.5319,,,,,,,TD_Under,,,,,Desequilibrado
2025-02-17 22:50:46,ETLNJTSg,23/02/2025,13:15,Le Havre,Toulouse,ROUND 23,FRANCE - LIGUE 1,2024/2025,4.1,3.4,1.91,1.07,9.0,2.0,1.8,1.91,1.91,1.77,1.24,1.16,0.4,1.8,0.33,0.3,0.48,0.57,0.31,0.28,0.46,0.54,0.6,-1.4,-0.6452,0.19,0.19,0.85,0.83,0.16,0.01,0.0,0.43,0.36,0.15,0.04,1.2,1.0,0.29,0.26,0.57,0.47,0.28,0.25,0.55,0.45,1.8,0.2,0.5128,0.76,0.47,0.64,0.63,0.29,0.07,0.01,0.53,0.34,0.11,0.02,0.2439,0.2941,0.5236,0.5,0.5556,0.5618,0.7,0.36,Fora_Fav,Media_Maior,Odd_Atual_Maior,TD_Under,PTS_fORA,SALDO_fORA,GM_Fora_M,GS_Casa_M,Desequilibrado
2025-02-17 22:50:54,rNhDUpsC,23/02/2025,13:15,Nice,Montpellier,ROUND 23,FRANCE - LIGUE 1,2024/2025,1.42,4.75,7.0,1.03,17.0,1.53,2.5,1.7,2.05,1.05,1.12,2.75,2.2,1.4,0.47,0.28,0.53,0.52,0.44,0.27,0.51,0.49,2.6,0.8,0.3125,0.79,0.67,0.43,0.51,0.34,0.11,0.03,0.65,0.28,0.06,0.01,0.4,1.8,0.23,0.25,0.6,0.44,0.21,0.23,0.58,0.42,0.0,-1.4,-0.7353,0.0,0.24,1.09,0.79,0.19,0.02,0.0,0.34,0.37,0.2,0.07,0.7042,0.2105,0.1429,0.6536,0.4,1.4737,3.33,0.64,Casa_Fav,Odd_Atual_Maior,Media_Maior,TD_Over,PTS_CASA,SALDO_CASA,GM_Casa_M,GS_Fora_M,Desequilibrado
2025-02-17 22:51:01,r9DvGoSI,23/02/2025,13:15,Strasbourg,Brest,ROUND 23,FRANCE - LIGUE 1,2024/2025,2.05,3.4,3.6,1.05,11.0,1.89,2.01,1.7,2.05,1.22,1.24,1.66,1.8,1.4,0.43,0.28,0.56,0.48,0.4,0.27,0.54,0.46,1.6,0.4,0.4878,0.44,0.55,0.56,0.58,0.32,0.09,0.02,0.57,0.32,0.09,0.02,1.2,2.4,0.28,0.29,0.47,0.58,0.26,0.28,0.45,0.56,0.6,-1.2,0.5128,0.31,0.65,1.19,0.52,0.34,0.11,0.02,0.3,0.36,0.22,0.09,0.4878,0.2941,0.2778,0.5291,0.4975,1.0588,1.35,0.28,Casa_Fav,Odd_Atual_Maior,Media_Maior,TD_Over,PTS_CASA,SALDO_fORA,GM_Fora_M,GS_Fora_M,Equilibrado
2025-02-17 20:29:23,8Glv1m8U,23/02/2025,14:30,Anderlecht,Royale Union SG,ROUND 27,BELGIUM - JUPILER PRO LEAGUE,2024/2025,2.5,3.6,2.5,1.04,12.0,1.88,1.98,1.7,2.05,1.5,1.29,1.5,2.8,1.4,0.57,0.24,0.6,0.46,0.53,0.22,0.57,0.43,1.8,1.4,-1.7646,0.34,0.59,0.49,0.55,0.33,0.1,0.02,0.61,0.3,0.07,0.01,1.4,0.8,0.49,0.29,0.53,0.52,0.46,0.27,0.5,0.5,1.8,0.6,0.3226,0.56,0.44,0.25,0.64,0.28,0.06,0.01,0.78,0.19,0.02,0.0,0.4,0.2778,0.4,0.5319,0.5051,0.6944,1.1,0.22,,Media_Maior,Media_Maior,TD_Over,PTS_fORA,SALDO_fORA,GM_Casa_M,GS_Casa_M,Equilibrado
2025-02-17 22:31:49,2u1o9o4b,23/02/2025,14:30,Albacete,Eldense,ROUND 28,SPAIN - LALIGA2,2024/2025,,,,1.08,8.0,2.25,1.62,2.0,1.73,1.25,1.33,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4444,0.6173,,,,,,,TD_Under,,,,,Desequilibrado
2025-02-17 22:32:03,ChTzK2IG,23/02/2025,14:30,Levante,Mirandes,ROUND 28,SPAIN - LALIGA2,2024/2025,,,,1.06,9.5,2.0,1.85,1.83,1.83,1.22,1.3,1.91,1.8,1.6,0.28,0.27,0.56,0.48,0.27,0.26,0.53,0.47,1.4,0.2,0.4545,0.7,0.94,0.84,0.39,0.37,0.17,0.05,0.43,0.36,0.15,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5405,,,,,,,TD_Under,,,,,Desequilibrado
2025-02-17 22:59:39,bRMXpK9l,23/02/2025,14:45,U. Catolica,EL Nacional,FIRST STAGE ,ECUADOR - LIGA PRO,2025,1.67,4.2,4.1,1.03,17.0,1.6,2.3,1.62,2.2,1.22,1.22,2.15,1.8,1.4,0.57,0.27,0.56,0.5,0.53,0.25,0.53,0.47,1.8,0.4,0.1818,0.27,0.37,0.39,0.69,0.26,0.05,0.01,0.68,0.26,0.05,0.01,0.8,1.2,0.23,0.26,0.53,0.53,0.21,0.24,0.5,0.5,1.0,-0.4,-1.7544,0.5,0.41,0.76,0.66,0.27,0.06,0.01,0.47,0.36,0.14,0.03,0.5988,0.2381,0.2439,0.625,0.4348,0.9762,2.53,0.43,Casa_Fav,Odd_Atual_Maior,Odd_Atual_Maior,TD_Over,PTS_fORA,SALDO_CASA,GM_Fora_M,GS_Fora_M,Desequilibrado
2025-02-17 20:29:33,vcYcH8hB,23/02/2025,15:15,Kortrijk,Cercle Brugge KSV,ROUND 27,BELGIUM - JUPILER PRO LEAGUE,2024/2025,3.0,3.25,2.25,1.06,9.5,2.05,1.75,1.8,1.95,1.62,1.33,1.36,1.0,1.4,0.39,0.28,0.54,0.52,0.37,0.26,0.51,0.49,1.2,-0.4,-0.5405,0.43,0.43,0.55,0.65,0.28,0.06,0.01,0.58,0.32,0.09,0.02,1.0,1.2,0.38,0.3,0.54,0.52,0.35,0.28,0.51,0.49,1.0,-0.2,0.3802,0.42,0.36,0.42,0.7,0.25,0.05,0.01,0.66,0.28,0.06,0.01,0.3333,0.3077,0.4444,0.4878,0.5714,0.6923,0.25,0.18,Fora_Fav,Media_Maior,Odd_Atual_Maior,TD_Under,PTS_CASA,SALDO_fORA,GM_Casa_M,GS_Casa_M,Equilibrado
2025-02-17 22:51:09,jmdLSOBO,23/02/2025,16:45,Lyon,PSG,ROUND 23,FRANCE - LIGUE 1,2024/2025,3.9,4.1,1.75,1.02,19.0,1.44,2.75,1.44,2.63,2.0,1.16,1.19,2.0,0.6,0.68,0.21,0.69,0.36,0.65,0.2,0.65,0.35,2.6,1.4,0.1333,0.43,0.37,0.11,0.69,0.26,0.05,0.01,0.9,0.1,0.01,0.0,2.6,1.0,0.65,0.23,0.66,0.39,0.61,0.22,0.63,0.37,2.6,1.6,0.2667,0.52,0.51,0.18,0.6,0.31,0.08,0.01,0.84,0.15,0.01,0.0,0.2564,0.2439,0.5714,0.6944,0.3636,0.4268,0.2,0.4,Fora_Fav,Media_Maior,Media_Maior,TD_Over,PTS_fORA,SALDO_fORA,GM_Fora_M,GS_Fora_M,Desequilibrado
2025-02-17 22:56:29,Cf0Wh2fo,23/02/2025,17:00,CA Mitre,Colon Santa Fe,ROUND 3,ARGENTINA - PRIMERA NACIONAL,2025,2.9,2.9,2.55,1.08,5.5,3.1,1.36,2.5,1.5,1.5,1.4,1.4,0.8,0.4,0.51,0.34,0.29,0.77,0.47,0.32,0.27,0.73,1.8,0.4,0.1333,0.37,0.14,0.07,0.87,0.12,0.01,0.0,0.93,0.07,0.0,0.0,0.4,0.4,0.42,0.35,0.29,0.76,0.39,0.33,0.28,0.72,1.0,0.0,0.0,0.28,0.1,0.12,0.9,0.09,0.0,0.0,0.89,0.11,0.01,0.0,0.3448,0.3448,0.3922,0.3226,0.7353,0.8793,0.0,0.07,Fora_Fav,Media_Maior,Media_Maior,TD_Under,PTS_CASA,SALDO_CASA,GM_Casa_M,GS_Fora_M,SP_Equilibrado
2025-02-17 22:56:37,CWHq26Xb,23/02/2025,17:00,Central Norte,CA Estudiantes,ROUND 3,ARGENTINA - PRIMERA NACIONAL,2025,2.5,2.8,3.1,1.08,5.5,2.88,1.4,2.25,1.57,1.36,1.4,1.5,,,,,,,,,,,,,,,,,,,,,,,,,0.6,1.8,0.3,0.35,0.3,0.76,0.28,0.33,0.28,0.72,0.8,-1.2,-0.4762,0.32,0.25,0.74,0.78,0.19,0.02,0.0,0.48,0.35,0.13,0.03,0.4,0.3571,0.3226,0.3472,0.7143,1.1071,0.3,0.11,Casa_Fav,,Odd_Atual_Maior,TD_Under,,,,,Equilibrado
2025-02-17 22:56:46,hh8PdBeJ,23/02/2025,17:00,Gimnasia Jujuy,Talleres (R.E),ROUND 3,ARGENTINA - PRIMERA NACIONAL,2025,1.7,3.3,5.0,1.05,6.5,2.6,1.48,2.5,1.5,1.17,1.33,2.1,0.8,0.6,0.51,0.34,0.3,0.75,0.48,0.32,0.29,0.72,1.8,0.2,-0.4,0.37,0.15,0.13,0.86,0.13,0.01,0.0,0.88,0.11,0.01,0.0,1.0,2.0,0.22,0.32,0.35,0.71,0.2,0.3,0.33,0.67,0.4,-1.0,-0.5882,0.19,0.53,1.08,0.59,0.31,0.08,0.01,0.34,0.37,0.2,0.07,0.5882,0.303,0.2,0.3846,0.6757,1.5152,1.6,0.5,Casa_Fav,Odd_Atual_Maior,Media_Maior,TD_Under,PTS_CASA,SALDO_CASA,GM_Fora_M,GS_Fora_M,Desequilibrado
2025-02-17 22:59:47,Y31z5u1K,23/02/2025,17:15,Orense,Manta,FIRST STAGE ,ECUADOR - LIGA PRO,2025,1.65,4.0,4.33,1.07,9.0,2.15,1.67,2.2,1.62,1.2,1.22,2.2,0.8,0.8,0.53,0.3,0.43,0.63,0.49,0.28,0.41,0.59,1.6,0.0,-0.606,0.33,0.23,0.28,0.79,0.18,0.02,0.0,0.76,0.21,0.03,0.0,0.8,1.4,0.18,0.24,0.53,0.53,0.16,0.22,0.5,0.5,1.0,-0.6,0.625,0.67,0.53,0.97,0.59,0.31,0.08,0.01,0.38,0.37,0.18,0.06,0.6061,0.25,0.2309,0.4651,0.5988,1.0825,2.35,0.44,Casa_Fav,Odd_Atual_Maior,Odd_Atual_Maior,TD_Under,PTS_fORA,SALDO_fORA,GM_Fora_M,GS_Fora_M,Desequilibrado
2025-02-17 22:58:29,vXjNcWNk,23/02/2025,18:00,Alianza,Atl. Nacional,APERTURA ,COLOMBIA - PRIMERA A,2025,4.25,3.25,1.9,1.1,6.3,2.27,1.6,2.02,1.7,1.93,1.32,1.24,1.0,1.2,0.39,0.32,0.42,0.63,0.37,0.31,0.4,0.6,1.4,-0.2,-1.5208,0.48,0.33,0.42,0.72,0.24,0.04,0.0,0.66,0.28,0.06,0.01,1.2,0.8,0.3,0.32,0.43,0.63,0.28,0.29,0.41,0.59,1.4,0.4,0.0,0.5,0.44,0.41,0.64,0.28,0.06,0.01,0.66,0.27,0.06,0.01,0.2353,0.3077,0.5263,0.4405,0.625,0.5846,1.0,0.38,Fora_Fav,Media_Maior,Odd_Atual_Maior,TD_Under,PTS_fORA,SALDO_fORA,GM_Fora_M,GS_Casa_M,Desequilibrado
2025-02-17 22:59:56,S6Elsx9D,23/02/2025,20:00,Barcelona SC,Mushuc Runa,FIRST STAGE ,ECUADOR - LIGA PRO,2025,1.4,4.5,7.5,1.04,9.0,1.65,2.15,1.87,1.83,1.11,1.19,3.05,3.2,0.6,0.69,0.25,0.52,0.54,0.64,0.23,0.49,0.51,2.6,2.6,0.5831,0.37,0.39,0.09,0.68,0.26,0.05,0.01,0.91,0.08,0.0,0.0,1.6,2.6,0.24,0.27,0.54,0.52,0.22,0.25,0.51,0.49,1.0,-1.0,-0.909,0.53,0.85,1.49,0.43,0.36,0.15,0.04,0.23,0.34,0.25,0.12,0.7143,0.2222,0.1333,0.6061,0.4651,1.6667,3.1,0.68,Casa_Fav,Odd_Atual_Maior,Media_Maior,TD_Over,PTS_fORA,SALDO_CASA,GM_Fora_M,GS_Fora_M,Desequilibrado
2025-02-17 23:00:04,hlr7aJOs,24/02/2025,21:00,Tecnico U.,Libertad,FIRST STAGE ,ECUADOR - LIGA PRO,2025,1.75,3.7,4.45,1.06,7.7,1.95,1.8,1.88,1.82,1.22,1.26,2.12,1.6,1.0,0.46,0.29,0.47,0.59,0.43,0.27,0.44,0.56,1.4,0.6,1.0256,0.47,0.52,0.35,0.59,0.31,0.08,0.01,0.7,0.25,0.04,0.01,0.8,1.6,0.17,0.24,0.51,0.54,0.16,0.23,0.49,0.51,0.8,-0.8,1.3635,0.42,0.36,1.09,0.7,0.25,0.05,0.01,0.34,0.37,0.2,0.07,0.5714,0.2703,0.2247,0.5128,0.5556,1.2027,1.95,0.42,Casa_Fav,Odd_Atual_Maior,Odd_Atual_Maior,TD_Under,PTS_CASA,SALDO_fORA,GM_Casa_M,GS_Fora_M,Desequilibrado
2025-02-17 20:26:48,bTgTpzSI,28/02/2025,03:30,Wellington Phoenix,Melbourne City,ROUND 21,AUSTRALIA - A-LEAGUE,2024/2025,4.2,3.7,1.8,1.06,10.0,2.05,1.8,1.95,1.8,1.95,1.29,1.22,1.0,1.0,0.35,0.26,0.58,0.47,0.33,0.25,0.55,0.45,1.4,0.0,0.0,0.59,0.37,0.38,0.69,0.26,0.05,0.01,0.68,0.26,0.05,0.01,2.2,1.2,0.38,0.28,0.57,0.49,0.36,0.27,0.54,0.46,1.6,1.0,-1.2246,0.58,0.79,0.48,0.45,0.36,0.14,0.04,0.62,0.3,0.07,0.01,0.2381,0.2703,0.5556,0.4878,0.5556,0.4865,0.5,0.39,Fora_Fav,Media_Maior,Odd_Atual_Maior,TD_Under,PTS_CASA,SALDO_CASA,GM_Fora_M,GS_Fora_M,Desequilibrado
2025-02-17 20:27:01,tUp3jpUF,28/02/2025,05:35,Central Coast Mariners,Western United,ROUND 21,AUSTRALIA - A-LEAGUE,2024/2025,,,,1.03,17.0,1.57,2.38,1.5,2.5,1.57,1.29,1.4,0.8,2.6,0.33,0.29,0.55,0.5,0.32,0.27,0.52,0.48,0.8,-1.8,0.0,0.41,0.38,1.08,0.68,0.26,0.05,0.01,0.34,0.37,0.2,0.07,2.8,1.6,0.38,0.23,0.66,0.4,0.37,0.22,0.62,0.38,2.4,1.2,-0.8888,1.04,1.3,0.7,0.27,0.35,0.23,0.1,0.5,0.35,0.12,0.03,,,,0.6369,0.4202,,,,,,,TD_Over,PTS_fORA,SALDO_CASA,GM_Fora_M,GS_Casa_M,Desequilibrado
2025-02-17 22:53:54,63ngrfQ8,28/02/2025,16:00,Annecy,Paris FC,ROUND 25,FRANCE - LIGUE 2,2024/2025,,,,,,,,,,,,,1.4,0.8,0.41,0.32,0.46,0.6,0.38,0.29,0.44,0.56,2.0,0.6,-1.0713,0.68,0.46,0.29,0.63,0.29,0.07,0.01,0.75,0.22,0.03,0.0,1.0,0.4,0.45,0.31,0.49,0.57,0.41,0.29,0.46,0.54,1.6,0.6,-0.9756,0.43,0.25,0.2,0.78,0.19,0.02,0.0,0.82,0.16,0.02,0.0,,,,,,,,,,,,,PTS_CASA,SALDO_fORA,GM_Casa_M,GS_Casa_M,Desequilibrado
2025-02-17 20:29:42,YamfOG5e,28/02/2025,16:45,Charleroi,Genk,ROUND 28,BELGIUM - JUPILER PRO LEAGUE,2024/2025,,,,,,,,,,,,,1.2,1.0,0.49,0.29,0.52,0.53,0.45,0.27,0.49,0.51,1.6,0.2,0.0,0.42,0.34,0.32,0.71,0.24,0.04,0.0,0.73,0.23,0.04,0.0,1.2,2.2,0.35,0.27,0.57,0.48,0.33,0.26,0.55,0.45,1.0,-1.0,0.3571,0.36,0.43,0.99,0.65,0.28,0.06,0.01,0.37,0.37,0.18,0.06,,,,,,,,,,,,,PTS_CASA,SALDO_fORA,GM_Fora_M,GS_Fora_M,Desequilibrado
2025-02-17 22:51:18,bHDVry2M,28/02/2025,16:45,Monaco,Reims,ROUND 24,FRANCE - LIGUE 1,2024/2025,1.5,4.8,5.7,1.03,13.0,1.5,2.62,1.6,2.25,1.16,1.18,2.65,2.0,1.8,0.56,0.24,0.61,0.44,0.53,0.23,0.58,0.42,1.8,0.2,0.2,0.37,0.56,0.63,0.57,0.32,0.09,0.02,0.53,0.34,0.11,0.02,1.0,1.2,0.39,0.3,0.52,0.52,0.37,0.29,0.5,0.5,0.8,-0.2,-0.5882,0.25,0.29,0.4,0.75,0.22,0.03,0.0,0.67,0.27,0.05,0.01,0.6667,0.2083,0.1754,0.6667,0.3817,1.1875,3.3,0.55,Casa_Fav,Odd_Atual_Maior,Media_Maior,TD_Over,PTS_CASA,SALDO_CASA,GM_Casa_M,GS_Casa_M,Desequilibrado
